UBINumber,BusinessDbaName,EffectiveDate,ExpirationDate,Address1,City,State,Zip,ViolationNo,ViolationType,ViolationDate
,,,,,,,,,,
,,,,,,,,,,
603 400 402,SERENDIPITY CLEANING SERVICES,,,3524 S 281ST ST,AUBURN,WA,98001-1056,,,
604 470 691,IT S MAGIC CLEANING SERVICES,,,42633 MAY CREEK RD,GOLD BAR,WA,98251-9537,,,
602 930 605,OVER THE TOP CLEANING SERVICES,,,PO BOX 383,GRANITE FALLS,WA,98252-0383,,,
604 656 348,HUMMINGBIRD CLEANING SERVICES,,,4204 HONEYSUCKLE PL,BELLINGHAM,WA,98229-2802,,,
602 781 401,HR CLEANING SERVICES,,,PO BOX 11115,OLYMPIA,WA,98508,,,
603 489 219,LUANNI CLEANING SERVICES,,,10612 17TH STREET AVE S APT B,TACOMA,WA,98444,,,
,,,,,,,,,,
604 867 280,JVG CLEANING SERVICES,,,PO BOX 1027,TONASKET,WA,98855-1027,,,
604 451 220,ITZEL CLEANING SERVICES,,,22223 NE 82ND PL,REDMOND,WA,98053-5906,,,
,,,,,,,,,,
,,,,,,,,,,
602 470 017,EMILYS CLEANING SERVICES,,,8105 48TH AVE SW,LAKEWOOD,WA,98499,,,
604 786 003,EMPIRE CLEANING SERVICES,,,8708 N CHERRY LN,SPOKANE,WA,99208-6075,,,
,,,,,,,,,,
603 242 943,DIRT CLEANING SERVICES,,,1220 W EUCILD BLDG,SPOKANE,WA,99205-0000,,,
604 910 518,FERMANS CLEANING SERVICES,,,120 PALISADES PL,PACIFIC,WA,98047-5003,,,
,,,,,,,,,,
602 172 775,BRIGHTWAY CLEANING SERVICES,,,732 93RD ST SW,EVERETT,WA,98204-2632,,,
604 618 429,BRUCES CLEANING SERVICES,,,TRINA CROW PO BOX 552,HOODSPORT,WA,98548-0552,,,
602 245 950,AGUILAR CLEANING SERVICES,,,29401 MILITARY RD S UNIT 29,FEDERAL WAY,WA,98003-7979,,,
604 862 804,AGUILARS CLEANING SERVICES,,,6923 BERKSHIRE DR,EVERETT,WA,98203-5151,,,
A40 406 000,APARTMENT CLEANING SERVICES,,,PO BOX 3757,KENT,WA,98031,,,
604 312 867,CARLSONS CLEANING SERVICES,,,PO BOX 162,VADER,WA,98593,,,
,,,,,,,,,,
603 114 226,DOWN & DIRTY CLEANING SERVICES,,,4701 NE ST JAMES RD,VANCOUVER,WA,98661,,,
602 247 821,BRYANT CLEANING SERVICES,,,6233 118TH PL,SEATTLE,WA,98178,,,
603 327 328,BUZZS CLEANING SERVICES,,,11515 SE 302ND CT,AUBURN,WA,98092-2057,,,
604 772 393,C & F CLEANING SERVICES,,,5373 MINARD RD W,BREMERTON,WA,98312-9728,,,
603 331 772,LLY OFFICE CLEANING SERVICES L,,,5907 202ND ST SW UNIT 3,LYNNWOOD,WA,98036-6299,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
601 583 507,COZY HOME CLEANING SERVICES,,,3000 BILL MCDONALD HWY #16,BELLINGHAM,WA,98225,,,
,,,,,,,,,,
603 003 621,WEST COAST CLEANING SERVICES,,,11902 10TH DR SE A,EVERETT,WA,98208-2504,,,
,,,,,,,,,,
,,,,,,,,,,
604 444 239,ADRIS CLEANING SERVICES LLC,,,16976 SAWYER ST SE,MONROE,WA,98272-2614,,,
,,,,,,,,,,
604 186 565,TOP NOTCH CLEANING SERVICES,,,12128 N DIVISON ST # 431,SPOKANE,WA,99224,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
602 174 188,DUSTY CACTUS CLEANING SERVICES,,,28247 149TH AVE SE,KENT,WA,98042,,,
600 627 266,MAGIC CARPET CLEANING SERVICES,,,19707 44TH W #115,LYNNWOOD,WA,98036,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
602 641 083,A+ KITSAP CLEANING SERVICES,,,120 BLOOMINGTON AVE,BREMERTON,WA,98312-4035,,,
,,,,,,,,,,
604 572 325,DIZZY BEEZ CLEANING SERVICES,,,4500 9TH AVE NE STE 300,SEATTLE,WA,98105,,,
,,,,,,,,,,
603 381 218,A SPECIAL CLEANING SERVICES,,,2240 PORTER LOOP,YAKIMA,WA,98901,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
602 529 243,ROCK SOLID CLEANING SERVICES,,,2217 227TH PL TRLR 21,OCEAN PARK,WA,98640-3535,,,
601 946 938,KUR VUE CLEANING SERVICES,,,543 NE 88TH ST,SEATTLE,WA,98115,,,
601 643 147,MORNING STAR CLEANING SERVICES,,,720 TIPSOO LOOP SOUTH,RAINIER,WA,98576,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
602 516 050,AR-IA CLEANING SERVICES,,,13807 107TH AVE CT NW,GIG HARBOR,WA,98329,,,
602 961 871,GO GREEN CLEANING SERVICES,,,2108 EAST 3RD AVENUE,PORT ANGELES,WA,98362,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
604 102 848,A+ WINDOW CLEANING SERVICES,,,4409 W CHESTNUT AVE,YAKIMA,WA,98908,,,
601 538 523,WHITE GLOVE CLEANING SERVICES,,,PO BOX 11010,YAKIMA,WA,98903-9998,,,
604 213 824,MOVE OUT CLEANING SERVICES,,,23316 NE REDMOND-FALL CITY RD,REDMOND,WA,98053-8376,,,
601 013 421,TRI CLEANING SERVICES INC,,,7505 91ST AVE SW,TACOMA,WA,98498,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
604 173 532,LA PONDEROSA CLEANING SERVICES,,,12111 NE 150TH ST,KIRKLAND,WA,98034,,,
603 536 032,EL ASEO CLEANING SERVICES LLC,,,29906 43RD AVE S,AUBURN,WA,98001-2906,,,
604 722 236,A TEAM FLOOR CLEANING SERVICES,,,7609 NE VANCOUVER MALL DR APT,VANCOUVER,WA,98662-7907,,,
603 529 324,MR B CLEANING SERVICES LLC,,,1915 NE 125TH ST,SEATTLE,WA,98125-4152,,,
603 525 881,UP-KEEP CLEANING SERVICES LLC,,,6307 78TH PL NE,MARYSVILLE,WA,98270,,,
603 457 303,M & B CLEANING SERVICES LLC,,,1217 LOMBARD AVE,EVERETT,WA,98201,,,
602 130 857,B&W CLEANING SERVICES INC.,,,3727 74TH AVE CT NW,GIG HARBOR,WA,98335,,,
604 208 369,STAR CLEANING SERVICES LLC,,,PO BOX 16245,SEATTLE,WA,98116-0245,,,
603 432 422,A&F CLEANING SERVICES LLC,,,20226 91ST PL S,KENT,WA,98031-1487,,,
603 475 784,CANAS CLEANING SERVICES LLC,,,PO BOX 13118,EVERETT,WA,98206-3118,,,
604 373 704,A&B CLEANLY CLEANING SERVICES,,,PO BOX 1196,KITTITAS,WA,98934,,,
604 961 826,E&E CLEANING SERVICES LLC,,,5308 YAKIMA LN SE,LACEY,WA,98503-5030,,,
604 890 566,J & C CLEANING SERVICES LLC,,,4548 N 1ST WAY,RIDGEFIELD,WA,98642-8492,,,
603 533 832,S&R HOME CLEANING SERVICES LLC,,,719 POLK ST S,TACOMA,WA,98444-5651,,,
604 697 196,DIAMOND CLEANING SERVICES LLC,,,1705 STELLA AVE UNIT D134,WENATCHEE,WA,98801-1392,,,
604 212 517,R & J CLEANING SERVICES LLC,,,1401 21ST ST SE,AUBURN,WA,98002-7871,,,
604 877 821,ALL WEEK CLEANING SERVICES LLC,,,25417 98TH AVE S APT I205,KENT,WA,98030-6108,,,
602 613 473,DUN RITE CLEANING SERVICES LLC,,,2432 N BAKERVIEW PK DR,FERNDALE,WA,98248,,,
603 479 509,FAMILY KEY CLEANING SERVICES L,,,319 N WEHE AVE,PASCO,WA,99301-4253,,,
601 355 208,REGAL CLEANING SERVICES INC,,,9703 NW 15TH AVE,VANCOUVER,WA,98665,,,
603 174 271,IN & OUT CLEANING SERVICES,,,12507 201ST AVE CT E,BONNEY LAKE,WA,98391-5418,,,
603 601 474,CRISTAL CLEANING SERVICES LLC,,,22720 3RD AVE SE #A,BOTHELL,WA,98021,,,
603 534 014,DEZA CLEANING SERVICES LLC,,,1517 21ST AVE S,SEATTLE,WA,98144,,,
,,,,,,,,,,
604 104 909,SILVAS CLEANING SERVICES LLC,,,11400 NE 132ND ST APT Q101,KIRKLAND,WA,98034-4745,,,
603 604 127,SJL CLEANING SERVICES & TRANSP,,,24109 62ND WAY S APT 18-304,KENT,WA,98032-4632,,,
603 081 737,UJ BROTHERS CLEANING SERVICES,,,1020 W BLACKBURN RD,MOUNT VERNON,WA,98273-9586,,,
603 496 741,RUFIS CLEANING SERVICES LLC,,,11202 2ND LN SW APT G302,SEATTLE,WA,98146-2392,,,
,,,,,,,,,,
604 218 744,NED STEVENS CLEANING SERVICES,,,11 DANIEL RD RICH RESTAINO,FAIRFIELD,NJ,07004-2506,,,
604 163 464,NISSI CLEANING SERVICES LLC,,,1500 HARRINGTON AVE SE,RENTON,WA,98058,,,
604 475 303,S A CLEANING SERVICES,,,13519 202ND ST E,GRAHAM,WA,98338,,,
603 153 647,TWINKLE CLEANING SERVICES LLC,,,2129 103RD ST SW UNIT A,EVERETT,WA,98204,,,
602 989 157,SUNSHINE CLEANING SERVICES,,,9011 14TH AVE S,SEATTLE,WA,98108-4815,,,
603 556 279,HOLISTIC CLEANING SERVICES LLC,,,PO BOX 5518,KENT,WA,98064-5518,,,
602 095 510,MONARCH CLEANING SERVICES INC,,,14419 GREENWOOD AVE N STE A PMB # 356,SEATTLE,WA,98133-6865,,,
604 105 000,TUTU CLEANING SERVICES LLC,,,12536 33RD AVE NE APT 320,SEATTLE,WA,98125-4685,,,
603 484 215,ALL PURPOSE CLEANING SERVICES,,,3416 53RD AVE NE,TACOMA,WA,98422-3112,,,
603 575 510,CLAVERO CLEANING SERVICES LLC,,,9748 NE 134TH ST,KIRKLAND,WA,98034-1923,,,
603 431 288,GET SPIFFY CLEANING SERVICES,,,"306 NE 104TH AVE, B13",VANCOUVER,WA,98664,,,
604 340 333,BEST CLEANING SERVICES,,,26705 19TH AVE S,DES MOINES,WA,98198-9257,,,
602 663 874,CITYWIDE TRANSPORTATION LLC,,,700 NW GILMAN BLVD #374,ISSAQUAH,WA,98027-5395,,,
603 054 795,EMIES HOUSE CLEANING SERVICES,,,ATTN MARK FIGUEROA 1321 S PUGET DR APT E35,RENTON,WA,98055-4332,,,
603 216 638,HOME CLEANING SERVICES MADE EA,,,1126 16TH AVE E,SEATTLE,WA,98112,,,
601 337 324,PFEIFFERS CLEANING SERVICES IN,,,12426 TATOOSH RD E,PUYALLUP,WA,98374-2987,,,
601 778 380,DEES CLEANING SERVICES,,,11703 SE 160TH ST,RENTON,WA,98058,,,
603 458 458,RAINBOW CLEANING SERVICES,,,2405 S STAR LAKE RD STE 50-301,FEDERAL WAY,WA,98003,,,
602 932 238,GAMADA KHALIL ALIYE,,,11814 4TH AVENUE S,SEATTLE,WA,98168,,,
603 574 052,BERTHAS CLEANING SERVICES,,,10404 40TH AVE SW,SEATTLE,WA,98146,,,
602 808 786,DIVINITY CLEANING SERVICES,,,317 NE WASHINGTON AVE,CHEHALIS,WA,98532-2651,,,
603 535 578,TETIANA CLEANING SERVICES,,,15323 SE 272ND SY UNIT 72,KENT,WA,98042-4226,,,
603 570 764,EPITACIO CLEANING SERVICES,,,25012 97TH PL S APT E107,KENT,WA,98030-6902,,,
603 375 578,ALBAS CLEANING SERVICES,,,9332 S STEELE ST # U437,TACOMA,WA,98444-1875,,,
A34 927 000,DISCOUNT CLEANING SERVICES,,,BAUER PETER H 400 108TH NE SUITE 20,BELLEVUE,WA,98004,,,
603 437 697,DAISY'S CLEANING SERVICES,,,% DAISY CRISTOBAL-NUNEZ 3437 REDWOOD AVE APT 11,BELLINGHAM,WA,98225,,,
,,,,,,,,,,
,,,,,,,,,,
603 591 198,ELITE CLEANING SERVICES,,,61111 COMISKEY DR,PASCO,WA,99301,,,
600 317 063,NORTHWEST CLEANING SERVICES,,,8621 TACOMA AVE S,TACOMA,WA,98444-6344,,,
602 512 759,ADVANCED CLEANING SERVICES,,,C/O ROWLEY WADE A 6503 174TH PL SE,SNOHOMISH,WA,98296,,,
602 513 176,QUEEN B CLEANING SERVICES,,,11404 89TH AVENUE CT E,PUYALLUP,WA,98373-3808,,,
602 835 934,NORTHWEST CLEANING SERVICES,,,510 W FIRST ST,NOOKSACK,WA,98276,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
602 816 307,VIKOS CLEANING SERVICES,,,15201 NE 16TH PL APT 3,BELLEVUE,WA,98007-8413,,,
601 673 626,MAID TO PERFECTION,,,7518 N MARKET #5,SPOKANE,WA,99217,,,
603 016 404,JHNC CLEANING SERVICES,,,8428 N MOUNTAIN VIEW LN,SPOKANE,WA,99208,,,
,,,,,,,,,,
602 696 756,MJP CLEANING SERVICES,,,26805 171ST PL SE #G102,COVINGTON,WA,98042,,,
602 430 476,SUNRISE CLEANING SERVICES,,,15916 46TH AVENUE E,TACOMA,WA,98446,,,
600 375 565,ABSOLUTE CLEANING SERVICES,,,9245 A RAINIER AVE SOUTH,SEATTLE,WA,98118,,,
602 300 454,MALVINAS CLEANING SERVICES,,,3078 118TH AVE SE STE Q-203,BELLEVUE,WA,98005,,,
603 434 031,MULANS CLEANING SERVICES,,,9949 RICHARDSON RD NW,BREMERTON,WA,98311,,,
,,,,,,,,,,
601 528 735,ACTION CLEANING SERVICES,,,3316 TARABOCHIA ST,GIG HARBOR,WA,98335-1147,,,
601 959 677,SPARKLE CLEANING SERVICES,,,4303 NE 50TH AVE,VANCOUVER,WA,98661,,,
604 488 296,STAFFSHINE CLEANING SERVICES,,,PO BOX 204,LAKE STEVENS,WA,98258,,,
603 422 419,GENESIS CLEANING SERVICES,,,12715 BRIDGEPORT WAY SW APT 12,LAKEWOOD,WA,98499,,,
603 392 648,SARISAC CLEANING SERVICES,,,2011 BRANDT RD APT 6,VANCOUVER,WA,98661-5756,,,
600 216 466,NORTHWEST WINDOWS,,,1034 DEARBORN AVE,SHELTON,WA,98584,,,
,,,,,,,,,,
601 032 076,ELITE CLEANING SERVICES,,,4171 WHEATON WAY A-8 STE 4,BREMERTON,WA,98310,,,
601 238 274,RANDIES CLEANING SERVICES,,,1642 169TH AVE NE,BELLEVUE,WA,98008-2913,,,
,,,,,,,,,,
601 113 524,TOTAL CLEANING SERVICES,,,5702 95TH PLACE S W,MUKILTEO,WA,98275,,,
602 612 534,SABREENAS CLEANING SERVICES,,,PO BOX 3444,LACEY,WA,98509-3444,,,
,,,,,,,,,,
601 870 878,RACHELS CLEANING SERVICES,,,4415 240TH ST SW,MT LK TERRACE,WA,98043-5727,,,
,,,,,,,,,,
603 221 460,ATHENAS CLEANING SERVICES,,,PO BOX 1116,CLE ELUM,WA,98922-2116,,,
602 568 888,LKD CLEANING SERVICES,,,3829 GOLDFINCH DR SE,LACEY,WA,98503,,,
,,,,,,,,,,
602 357 943,LIGHTNER CLEANING SERVICES,,,PO BOX 22022,SEATTLE,WA,98122-0022,,,
601 460 490,CONVENIENCE CLEANING SERVICES,,,PO BOX 141311,SPOKANE,WA,99216,,,
602 496 057,INTEGRITY + CLEANING SERVICES,,,1217 119TH ST S,TACOMA,WA,98444-2421,,,
,,,,,,,,,,
604 114 442,MIA CLEANING SERVICES,,,6702 ROOSEVELT WAY NE APT B205,SEATTLE,WA,98115-6650,,,
,,,,,,,,,,
602 741 959,AUTHENTIC CLEANING SERVICES,,,2137 CONGER AVE NW APT C,OLYMPIA,WA,98502-4582,,,
603 160 565,SPOTLESS CLEANING SERVICES,,,1777 S BURLINGTON BLVD # 132,BURLINGTON,WA,98233,,,
601 958 043,STERLING CLEANING SERVICES,,,1610 S EVERGREEN RD,VERADALE,WA,99037,,,
602 140 547,PROFESSIONAL CLEANING SERVICES,,,1429 EASTHILLS TERRACE,EAST WENATCHEE,WA,98802,,,
603 330 081,KSB CLEANING SERVICES,,,3115 E 29TH AVE APT 22,SPOKANE,WA,99223,,,
601 844 731,TEAMWORK CLEANING SERVICES,,,31 NE VIEW RIDGE DR W,BELFAIR,WA,98528-9481,,,
,,,,,,,,,,
602 168 326,BEST CLEANING SERVICES,,,11118 23RD DR SE,EVERETT,WA,98208,,,
602 400 093,KIZZIAR CLEANING SERVICES,,,2823 123RD ST SW,EVERETT,WA,98204,,,
604 034 042,SHALOM CLEANING SERVICES,,,621 N WEHE AVE,PASCO,WA,99301-5968,,,
602 146 228,TOP CLEANING SERVICES,,,13202 130TH PL NE,KIRKLAND,WA,98034,,,
601 526 415,WHITE CLEANING SERVICES,,,17837 1ST AVE S # 173,NORMANDY PARK,WA,98148,,,
601 401 406,ADVANCED CLEANING SERVICES,,,5324 151ST ST SW,EDMONDS,WA,98026,,,
602 398 129,IMPECCABLE CLEANING SERVICES,,,314 AVE J TRLR 12,SNOHOMISH,WA,98290,,,
,,,,,,,,,,
602 814 561,COLUMBIA CLEANING SERVICES,,,2302 NE 53RD ST,VANCOUVER,WA,98663-1964,,,
,,,,,,,,,,
600 599 801,ALLPRO CLEANING SERVICES,,,"4204 RUSSELL ROAD, SUITE C",MUKILTEO,WA,98275,,,
603 584 655,CASTRO CLEANING SERVICES LLC,,,18011 MILITARY RD S,SEATTLE,WA,98188,,,
603 543 921,ALL SEASONS CLEANING SERVICES,,,1087 LEWIS RIVER RD # 112,WOODLAND,WA,98674-9689,,,
603 059 404,TOP CLEANING SERVICES LLC,,,2716 NW 99TH ST,VANCOUVER,WA,98665,,,
604 340 959,NARROWS CLEANING SERVICES LLC,,,5823 WOLLOCHET DR NW,GIG HARBOR,WA,98335-7325,,,
601 376 993,EVER READY CLEANING SERVICES,,,33718 38TH PL SW,FEDERAL WAY,WA,98023,,,
601 662 007,DIAMOND CLEANING SERVICES INC,,,2749 4TH AVE S,SEATTLE,WA,98134,,,
602 322 805,M J CLEANING SERVICES,,,1415 S GARFIELD ST,TACOMA,WA,98444,,,
603 079 903,TRI CITIES CLEANING SERVICES,,,2212 WEST PEARL ST,PASCO,WA,99301,,,
600 470 176,G & T CLEANING SERVICES,,,1620 N WALNUT #F-115,TUCSON,AZ,85712,,,
601 998 899,JAMES CLEANING SERVICES,,,629 NW RICHMOND BEACH RD,SHORELINE,WA,98177,,,
603 436 532,CODA CLEANING SERVICES,,,3516 185TH ST CT E,TACOMA,WA,98446,,,
603 042 303,KUR VUE CLEANING SERVICES,,,543 NE 88TH ST,SEATTLE,WA,98115-2936,,,
602 711 430,HARVARD CLEANING SERVICES,,,8129 BEVERLY BLVD,EVERETT,WA,98203,,,
603 609 569,PRO LUXURY CLEANING SERVICES,,,% BARRETT BUSINESSS SERVICES 8100 NE PARKWAY DR SUITE 200,VANCOUVER,WA,98662,,,
603 162 226,YM CLEANING SERVICES,,,2059 127TH AVE SE,BELLEVUE,WA,98005,,,
602 584 259,CLEANING SERVICES GROUP INC,,,230 NORTH STREET,DANVERS,MA,01923,,,
603 383 615,ALINES CLEANING SERVICES LLC,,,2785 CHRISTIANSON AVE,ENUMCLAW,WA,98022-5045,,,
603 314 469,EAGLE CLEANING SERVICES LLC,,,120 SE EVERETT MALL WAY APT 712,EVERETT,WA,98208-3223,,,
603 534 649,ROMAN CLEANING SERVICES,,,3302 SW 333RD ST,FEDERAL WAY,WA,98023-2756,,,
602 988 597,OJT INTERIOR CLEANING SERVICES,,,17208 13TH AVE E,SPANAWAY,WA,98387-7719,,,
602 990 810,DCS FACILITY SERVICES INC,,,ATTN: JIM HENNING 133 RAYLOW AVE.,MANTECA,CA,95336,,,
605 159 602,LADY CLEANING SERVICES LLC,,,7502 NE 153RD PL,KENMORE,WA,98028-6400,,,
602 426 675,ROBERTS CLEANING SERVICES LLC,,,221 STATE AVE STE C 117,MARYSVILLE,WA,98270,,,
601 317 796,"CAPITOL CLEANING SERVICES, INC",,,2013 NW 62ND ST,SEATTLE,WA,98107,,,
601 055 765,SUPERIOR BUILDING SERVICES INC,,,15050 BOTHELL WAY NE,SEATTLE,WA,98155,,,
603 336 213,VIDA CLEANING SERVICE LLC,,,28704 235TH AVE SE,MAPLE VALLEY,WA,98038-3315,,,
602 681 752,CENTURY CLEANING SERVICES INC,,,11414 N CREST CT,SPOKANE,WA,99218-2667,,,
603 380 317,AJ CLEANING SERVICES,,,4512 NE 135TH AVE,VANCOUVER,WA,98682-6544,,,
603 197 035,PACIFIC CLEANING SERVICES & SU,,,PO BOX 392,EDMONDS,WA,98020,,,
604 401 391,DASH CLEANING SERVICES LLC,,,7429 119TH CT SE,NEWCASTLE,WA,98056-1788,,,
604 452 901,4 PETES SAKE CLEANING SERVICE,,,PO BOX 996,AIRWAY HEIGHTS,WA,99001-1791,,,
603 001 670,ALC CLEANING SERVICES LLC,,,PO BOX 1747,KENT,WA,98035,,,
604 101 281,AJR CLEANING SERVICES LLC,,,2409 BORST AVE,CENTRALIA,WA,98531-1411,,,
603 531 332,ARISON CLEANING SERVICES LLC,,,12102 4TH AVE W APT 17 101,EVERETT,WA,98204,,,
,,,,,,,,,,
603 504 505,ACE CLEANING SERVICES,,,3142 PRIMROSE ST,WEST RICHLAND,WA,99353-5722,,,
601 969 836,DIANAS CLEANING SERVICES LLC,,,10618 SE 240TH ST SUITE 204,KENT,WA,98031,,,
600 231 081,CLEANING SERVICES,,,P.O. BOX 2247,ALAMEDA,CA,94501,,,
603 531 459,ABEBAS CLEANING SERVICES LLC,,,14927 17TH PL W,LYNNWOOD,WA,98087-8795,,,
603 316 748,A+ CLEANING SERVICES LLC,,,726 SW 13TH AVE,OAK HARBOR,WA,98277-4509,,,
603 294 319,AUTUMNS CLEANING SERVICES,,,179 VERMILLION RD,CHEHALIS,WA,98532-8438,,,
602 272 483,COMMERCIAL CLEANING SERVICES,,,PMB 283 17837 1ST AVE,NORMANDY PARK,WA,98148,,,
603 475 011,CLEANSPACE CLEANING SERVICES,,,9639A FIRDALE AVE,EDMONDS,WA,98020-6519,,,
603 532 112,CRISNO CLEANING SERVICES LLC,,,23211 HWY 99 A304,EDMONDS,WA,98026,,,
603 150 742,CORTES CLEANING SERVICES,,,APT E112 14244 SE 6TH ST W-205,BELLEVUE,WA,98007,,,
601 354 104,CENTURY CLEANING SERVICES INC,,,PO BOX 301188,PORTLAND,OR,97230,,,
605 238 122,DG CLEANING SERVICES LLC,,,600 SW 5TH CT APT E202,RENTON,WA,98057-2397,,,
603 208 562,BELLAGIO CLEANING SERVICES INC,,,242 SPRAGUE VALLEY DR,MAPLE FALLS,WA,98266,,,
602 004 161,CASINO CLEANING SERVICES INC,,,12253 43RD AVE S,SEATTLE,WA,98178,,,
603 548 020,BUSTOS CLEANING SERVICES LLC,,,9403 16TH AVE SW APT 307,SEATTLE,WA,98106-2826,,,
602 604 802,FRONTLINE CLEANING SERVICES LL,,,PO BOX 587,BURLINGTON,WA,98233,,,
602 664 710,FRONTLINE CLEANING SERVICES CO,,,PO BOX 587,BURLINGTON,WA,98233,,,
604 714 945,GELEI CLEANING SERVICES,,,9211 NE 15TH AVE APT E 361,VANCOUVER,WA,98665,,,
604 654 516,GED CLEANING SERVICES LLC,,,15205 140TH WAY SE APT F201,RENTON,WA,98058-7896,,,
603 291 812,FRESH CLEANING SERVICES LLC,,,14105 278TH AVE NE,DUVALL,WA,98019-8324,,,
601 372 670,EMTER CLEANING SERVICES INC,,,121 VALLEY VIEW DR,PACIFIC,WA,98047,,,
603 234 800,GHB WINDOW CLEANING SERVICES,,,PO BOX 2731,RENTON,WA,98056-0731,,,
603 528 269,FAITH CLEANING SERVICES LLC,,,6802 CADY RD,EVERETT,WA,98203-5044,,,
,,,,,,,,,,
603 619 370,JD CLEANING SERVICES LLC,,,13320 26TH CT S,SEA TAC,WA,98168-3806,,,
602 837 311,"IMAGE CLEANING SERVICES, LLC",,,15027 131ST AVE SE,RENTON,WA,98058-2846,,,
604 215 740,HEIRESS CLEANING SERVICES LLC,,,3501 COLBY AVE APT 306,EVERETT,WA,98201,,,
602 736 562,ELLORINS CLEANING SERVICES,,,18023 E LAKE DESIRE DR SE,RENTON,WA,98058-9555,,,
603 609 473,DS CLEANING SERVICES LLC,,,919 E 65TH ST,TACOMA,WA,98404-2237,,,
604 701 750,GUERREROS CLEANING SERVICES,,,4504 PLOMONDON ST,VANCOUVER,WA,98661-6416,,,
603 302 521,GONZALES CLEANING SERVICES,,,12235 46TH AVE S,SEATTLE,WA,98178-3420,,,
604 264 742,GIGIS CLEANING SERVICES LLC,,,252 SPENCER CT,PACIFIC,WA,98047,,,
603 144 828,GORDONS CLEANING SERVICES OF,,,1195 CURTIS PKWY SE,CALHOUN,GA,30701-3639,,,
,,,,,,,,,,
603 385 455,IMPERIAL CLEANING SERVICES LLC,,,4811 CORINTH DR,PASCO,WA,99301-8566,,,
604 193 157,LADONNAS CLEANING SERVICES LL,,,9535 FREMONT AVE N,SEATTLE,WA,98103-3137,,,
602 652 747,KEATINGS CLEANING SERVICES LLC,,,PO BOX 264,SNOQUALMIE,WA,98065,,,
602 998 233,LYDIAS CLEANING SERVICES INC,,,PO BOX 3605,EVERETT,WA,98213-8605,,,
603 545 045,LOPEZ CLEANING SERVICES LLC,,,4805 S GARDEN ST,SEATTLE,WA,98118-3826,,,
603 544 109,KARIC CLEANING SERVICES LLC,,,3955 S 293RD ST,AUBURN,WA,98001-2534,,,
603 532 160,SILVER SHINE CLEANING SERVICES,,,6442 31ST AVE SW,SEATTLE,WA,98126-4219,,,
603 531 297,NEVAS CLEANING SERVICES LLC,,,PO BOX 225,DUVALL,WA,98019-0225,,,
604 811 108,MAEA CLEANING SERVICES LLC,,,6701 21ST ST NE,TACOMA,WA,98422-3722,,,
604 139 363,MPL CLEANING SERVICES LLC,,,9303 222ND ST E,GRAHAM,WA,98338-9186,,,
603 537 727,MACEDO CLEANING SERVICES LLC,,,PO BOX 363,MT LK TERRACE,WA,98043,,,
603 159 062,MJ CLEANING SERVICES,,,1415 GARFIELD ST S,TACOMA,WA,98444-3821,,,
,,,,,,,,,,
,,,,,,,,,,
602 442 393,EM CLEANING SERVICES,,,5324 84TH ST E STE G,TACOMA,WA,98446,,,
603 531 330,MBM CLEANING SERVICES LLC,,,21806 54TH AVE W,MT LK TERRACE,WA,98043-3206,,,
603 459 061,MAGIC HANDS CLEANING SERVICES,,,13110 NE 171ST PL STE B201,WOODINVILLE,WA,98072,,,
603 533 737,MP CLEANING SERVICES LLC,,,16626 6TH AVE W APT N101,LYNNWOOD,WA,98037-8825,,,
602 084 024,MANPOWER CLEANING SERVICES,,,21616 118TH PL SE,KENT,WA,98031,,,
604 605 525,MAIDENS CLEANING SERVICES LLC,,,32910 SE 42ND ST,FALL CITY,WA,98024,,,
,,,,,,,,,,
602 631 235,RCS CLEANING SERVICES LLC,,,1902 A ST SE # A207,AUBURN,WA,98002,,,
,,,,,,,,,,
604 598 404,RIO CLEANING SERVICES LLC,,,14606 NE JUNIPER AVE,VANCOUVER,WA,98684-8044,,,
602 033 788,CASCADE CLEANING SERVICES,,,PO BOX 796,BURLINGTON,WA,98233,,,
602 424 266,JANETS CLEANING SERVICES,,,820 S 219TH ST #9,DES MOINES,WA,98198,,,
603 588 125,"SERNA CLEANING SERVICES, LLC",,,415 LAKEVIEW RD UNIT K23,LYNNWOOD,WA,98087-2118,,,
603 476 067,OAKLEYS CLEANING SERVICES,,,4317 NE 66TH AVE APT 50F,VANCOUVER,WA,98661-3083,,,
